class,u,g,r,i,z,redshift
STAR,19.10773,16.54346,15.23654,14.69653,14.38375,-5.32E-05
STAR,18.97018,18.1218,17.84442,17.73179,17.71652,0.001007979
STAR,17.22197,16.33788,16.18363,16.16054,16.1867,-0.000223322
STAR,17.06771,15.67432,15.14719,14.97035,14.87825,-0.000142013
STAR,18.7121,16.85819,16.13144,15.86705,15.70315,1.79E-05
STAR,17.49245,16.51379,16.15958,16.05681,16.01443,-1.61E-05
GALAXY,18.77521,17.61859,17.01713,16.67627,16.46474,0.102797
STAR,18.0665,17.11431,16.78965,16.63959,16.59383,0.000704596
STAR,18.65974,17.42577,16.93422,16.75204,16.68857,2.98E-05
STAR,17.99478,17.08982,16.88167,16.79346,16.7672,-0.000182906
GALAXY,17.96255,16.82413,16.42635,16.21528,16.07885,0.0352282
GALAXY,19.50741,17.60477,16.46201,15.98089,15.59943,0.1411847
STAR,18.67686,17.72177,17.29969,17.16583,17.11863,-0.000689681
STAR,18.33576,16.91109,16.29373,16.04751,15.9232,-0.00081692
STAR,18.9478,17.40294,16.76124,16.53667,16.4174,-9.26E-05
GALAXY,19.31686,17.74233,16.74929,16.26675,15.89602,0.1398903
GALAXY,17.97944,16.88784,16.50769,16.33352,16.21581,0.01397838
STAR,17.57783,16.38427,15.93241,15.76717,15.70311,-0.000338447
STAR,19.56596,17.08389,15.96498,15.54583,15.31009,-6.08E-05
GALAXY,18.75478,17.81586,17.45502,17.23735,17.10947,0.03460345
GALAXY,19.06152,17.75799,16.90243,16.50441,16.28737,0.1415365
STAR,18.47864,17.36696,17.08074,16.9735,16.96758,-0.00119011
GALAXY,19.083,17.31173,16.34124,15.89388,15.54569,0.130554
STAR,19.07525,17.68087,17.08913,16.86626,16.77606,-0.000326318
QSO,17.82694,17.71808,17.66296,17.60286,17.56618,1.964671
STAR,18.96771,17.84761,17.33884,17.14859,17.05853,-0.000181334
GALAXY,18.18781,17.32908,16.96855,16.75418,16.64154,0.0307946
GALAXY,18.51973,16.77914,15.99475,15.61687,15.31688,0.030914
STAR,19.53428,18.47696,18.10272,17.96651,17.94353,-0.000662144
STAR,18.8693,16.65626,15.74427,15.40952,15.23088,-5.34E-05
STAR,19.15475,18.23403,17.97061,17.86323,17.84958,3.08E-05
GALAXY,17.5983,16.41463,15.93937,15.57569,15.42362,0.05595297
STAR,19.03442,18.03446,17.63558,17.4803,17.40388,-0.000391358
STAR,19.37221,18.34581,17.98579,17.86031,17.81455,-0.000279634
STAR,18.60795,16.28003,15.34406,15.03773,14.88633,-5.64E-05
STAR,18.00776,17.06846,16.70287,16.5513,16.50136,-0.000869721
STAR,18.61369,17.37061,16.83439,16.61617,16.51832,-0.000375067
STAR,19.44651,17.13279,16.26957,15.9931,15.85767,-0.000104556
GALAXY,18.62269,17.20179,16.59441,16.20957,15.98061,0.05498474
GALAXY,19.00354,17.60455,17.08407,16.7696,16.61508,0.07412051
QSO,19.34221,19.12684,18.92931,18.76878,18.56392,2.028625
GALAXY,18.62547,16.77994,15.8875,15.45056,15.14368,0.07087416
QSO,18.90866,18.80578,18.81967,18.61757,18.71943,1.87243
GALAXY,18.53245,17.26429,16.67113,16.27716,16.07901,0.06797908
GALAXY,18.23544,16.63171,15.82395,15.42398,15.13962,0.08568299
STAR,18.57654,17.33809,16.81308,16.6139,16.52378,7.27E-05
STAR,19.18169,16.90818,16.02933,15.72238,15.57091,3.10E-05
QSO,17.83703,17.50361,17.47462,17.35455,17.37213,0.6945869
GALAXY,18.55708,16.75176,15.78991,15.34259,14.98728,0.09886897
STAR,19.36362,18.03343,17.51706,17.3067,17.21043,-0.000543462
STAR,19.49875,17.03723,15.99222,15.65368,15.48991,4.84E-05
STAR,19.4879,18.58459,18.33185,18.22637,18.20937,-0.001099478
STAR,17.38621,16.14234,15.63679,15.41042,15.32993,-0.000239206
GALAXY,18.83898,17.62675,17.05891,16.70087,16.51009,0.08545836
GALAXY,19.52604,17.60468,16.65254,16.23377,15.89341,0.09626833
GALAXY,19.07198,17.67963,17.00554,16.63463,16.41603,0.06928115
STAR,19.53807,18.55325,18.17299,18.02424,17.95595,-0.000611588
STAR,18.63006,17.77687,17.46854,17.38138,17.3423,-0.000887777
STAR,17.5893,16.15321,15.56361,15.32702,15.22204,-0.000164337
STAR,19.0607,18.04061,17.73249,17.62337,17.57453,-0.000460075
STAR,19.45745,17.91411,17.32713,17.11726,17.04048,0.000168901
GALAXY,17.72831,16.53716,15.96393,15.63348,15.38344,0.04019351
STAR,17.9768,16.38333,15.82461,15.6563,15.58695,7.10E-05
STAR,18.95952,17.19225,16.45644,16.17833,16.00764,3.25E-05
STAR,18.82862,17.62215,17.15815,16.95585,16.86872,-0.000140855
STAR,19.25054,18.17254,17.72412,17.53526,17.44345,7.65E-05
STAR,17.17424,15.71173,15.13423,14.93905,14.84747,0.000265175
STAR,18.47208,17.53467,17.23828,17.14393,17.08133,0.000826131
STAR,18.35837,16.70274,16.05928,15.83743,15.70039,0.000130594
GALAXY,19.47384,17.83879,16.97902,16.49217,16.09986,0.03787675
STAR,18.85563,17.89971,17.44654,17.2828,17.26337,0.000427037
STAR,18.65911,17.03814,16.36748,16.08314,15.9375,6.26E-05
STAR,16.30256,15.3645,14.98135,14.82814,14.78143,-0.000116594
STAR,18.54308,17.16527,16.63037,16.44578,16.37635,0.000332867
STAR,18.92069,17.58444,17.03077,16.82234,16.71602,0.000303994
STAR,18.08711,16.42006,15.74533,15.49637,15.37542,0.000236919
STAR,19.34359,17.94725,17.40031,17.2079,17.07506,0.000442504
GALAXY,19.30584,17.74873,16.87515,16.41825,16.03822,0.09505691
STAR,18.28444,17.2361,16.86904,16.72516,16.66247,3.97E-05
STAR,18.86573,17.77714,17.39039,17.25372,17.23493,-4.80E-05
STAR,16.73915,15.33461,14.79864,14.60734,14.53171,-3.32E-05
STAR,16.97008,15.44128,14.89194,14.70214,14.61704,-1.55E-06
STAR,19.26861,18.31976,17.94237,17.80256,17.73262,0.000266544
STAR,19.57999,18.17426,17.58152,17.32614,17.19913,0.000542035
QSO,18.51731,18.44126,18.28311,18.35011,18.32104,0.9806141
GALAXY,17.91135,16.4323,15.72861,15.33101,15.01491,0.04774925
GALAXY,18.78853,17.60207,17.15968,16.85664,16.72724,0.0479777
GALAXY,19.47022,18.16865,17.59293,17.2602,17.1214,0.07989389
GALAXY,18.85178,17.60312,17.09175,16.77393,16.53333,0.0386696
GALAXY,19.02806,17.58505,16.87262,16.44743,16.15225,0.07665615
GALAXY,18.90475,17.69591,17.23648,16.90525,16.70729,0.07145859
GALAXY,19.19582,18.17837,17.78668,17.52373,17.40158,0.07887413
STAR,19.08469,18.66875,18.78169,18.881,19.1004,2.28E-05
GALAXY,19.41343,18.07884,17.34583,16.91744,16.60736,0.09557129
STAR,18.3236,17.40092,17.06235,16.93191,16.89205,0.000499538
GALAXY,17.82125,16.22683,15.53555,15.20468,14.92024,0.0259476
GALAXY,19.19254,17.68097,16.89911,16.4763,16.18199,0.08227913
GALAXY,19.32595,18.26534,18.00756,17.76953,17.75349,0.07692224
GALAXY,19.41199,17.52602,16.58289,16.07656,15.70518,0.07704163
GALAXY,18.44829,16.56144,15.67841,15.28276,14.93778,0.04228432
STAR,18.1342,17.01587,16.60317,16.43698,16.40297,0.000126816
QSO,19.25848,18.30828,17.98071,17.94991,17.66827,2.552989
STAR,19.07829,17.92929,17.9954,18.05893,18.10807,-0.000319035
STAR,16.41018,15.47938,15.18181,15.06672,15.04249,0.000253159
GALAXY,19.32,17.5111,16.55099,16.11748,15.7727,0.1087708
GALAXY,19.36538,18.83399,18.33453,17.96796,17.8412,0.2148436
STAR,18.87943,19.02292,17.81944,17.74292,17.51817,-9.46E-05
STAR,17.66469,16.80042,16.45091,16.3106,16.24468,0.000148164
QSO,19.10809,19.0349,18.74865,18.62078,18.50881,1.379832
QSO,18.29481,18.26686,18.0718,17.99218,18.04465,1.408557
GALAXY,19.05414,17.28557,16.32658,15.88598,15.5142,0.1186737
QSO,19.45879,18.45995,17.64818,17.14524,16.88387,0.1531438
QSO,18.71628,18.41223,17.92588,17.64777,17.28087,0.2573984
QSO,19.23597,18.86397,18.82669,18.95709,18.87552,0.7526582
GALAXY,19.48722,17.69095,16.88476,16.44232,16.11297,0.1200065
GALAXY,19.11552,17.01586,15.91832,15.44017,15.06176,0.1213419
QSO,17.20012,16.89422,16.82726,16.63782,16.61124,1.576974
GALAXY,19.02707,17.62206,16.74942,16.33376,16.00453,0.1574786
GALAXY,19.52032,18.18319,17.51536,17.16078,16.9535,0.06856663
GALAXY,16.94775,15.15649,14.32684,13.91604,13.59152,0.03960438
STAR,17.02484,15.6446,15.11871,14.91201,14.82264,0.00032129
STAR,18.57012,17.46732,17.44935,17.4806,17.55509,0.000616343
STAR,18.00662,16.89342,16.53329,16.39433,16.36961,-0.000167449
STAR,16.79694,15.42031,14.89713,14.69798,14.59829,5.13E-05
STAR,16.12775,15.19004,14.87032,14.73055,14.68946,0.000288471
GALAXY,18.52678,17.26825,16.77031,16.47153,16.30823,0.04023993
STAR,17.43396,15.90287,15.32008,15.07339,14.96915,-2.87E-05
STAR,19.34097,18.41256,18.11068,17.97197,17.97196,-4.18E-05
STAR,18.88585,17.27802,16.73493,16.52167,16.45608,0.000161026
STAR,16.55788,14.85167,14.27165,14.10276,14.06348,-1.86E-05
STAR,19.1482,17.44458,16.77465,16.51186,16.37805,-0.00033349
STAR,18.55941,17.00979,16.36984,16.05612,15.89888,-0.000139951
GALAXY,17.2366,15.46573,14.68908,14.26708,13.96531,0.03944389
STAR,19.48968,18.02058,17.5004,17.31635,17.20202,-0.000116362
GALAXY,18.0437,16.06732,15.17392,14.74772,14.40447,0.04024837
STAR,18.66089,17.09715,16.49454,16.24636,16.12333,8.47E-05
STAR,17.62259,16.67297,16.40155,16.28268,16.25077,-0.000207244
STAR,18.34384,17.3147,16.98067,16.8816,16.83826,8.81E-05
STAR,19.24347,17.94769,17.4044,17.17332,17.08219,0.001088789
GALAXY,18.31517,17.531,17.08711,16.68917,16.56673,0.1172404
STAR,18.17911,16.79212,16.28942,16.08976,15.99025,-2.00E-05
GALAXY,19.44985,18.22481,17.57685,17.17704,16.90983,0.116679
STAR,19.56958,18.47388,17.98965,17.74618,17.63949,0.000290168
STAR,18.27502,16.53141,15.87437,15.59907,15.45875,-8.81E-05
STAR,19.13183,18.10568,17.71932,17.54878,17.49165,0.000596496
STAR,17.28085,16.33539,16.02317,15.89192,15.86122,0.000248255
STAR,17.52518,16.02963,15.49574,15.31596,15.24892,-5.92E-05
STAR,17.58005,15.92584,15.354,15.1734,15.10803,-8.36E-05
STAR,18.64187,17.23794,16.69336,16.46634,16.36445,-1.00E-05
STAR,18.39146,17.89334,18.04644,17.9015,17.55875,-0.000327526
STAR,18.877,17.90759,17.60999,17.46895,17.43112,9.01E-05
STAR,19.00696,17.97666,17.68992,17.56869,17.56329,0.00089071
STAR,17.2072,15.85744,15.3057,15.07818,14.95983,0.000904314
STAR,18.91836,17.45382,16.88379,16.68707,16.57929,0.000321631
GALAXY,19.35859,18.27584,17.81842,17.4891,17.35173,0.08818088
STAR,19.11841,17.79175,17.23664,16.99223,16.86685,-9.71E-05
STAR,18.89627,17.50129,16.94093,16.73316,16.62906,-8.32E-05
STAR,19.23054,17.83077,17.30499,17.10607,17.03951,6.58E-05
STAR,16.60936,15.68507,15.42031,15.31637,15.30634,0.000820928
STAR,17.82584,15.95992,15.20413,14.92677,14.78118,9.59E-05
GALAXY,19.48019,18.28477,17.58841,17.2519,17.05797,0.1225532
QSO,18.89481,18.85599,18.64174,18.59425,18.63919,1.448465
GALAXY,19.48405,18.07486,17.30404,16.88481,16.61144,0.1211758
GALAXY,19.51327,18.0202,17.02301,16.51007,16.16602,0.1527354
GALAXY,19.40585,18.24003,17.48863,17.05068,16.77392,0.1281229
STAR,18.78321,18.3373,18.50711,18.66012,18.8812,-0.000160786
STAR,17.16003,16.26388,15.98063,15.87134,15.82661,0.000158827
GALAXY,18.83895,17.12937,16.26866,15.79532,15.45175,0.1051525
GALAXY,19.3538,17.70142,16.91673,16.53806,16.24449,0.06693775
GALAXY,19.45768,18.41458,17.72308,17.29502,17.06398,0.1424057
GALAXY,18.29201,17.02759,16.43235,16.07733,15.85906,0.06776201
GALAXY,19.53258,18.21889,17.57239,17.20468,16.9902,0.08816
STAR,19.53454,18.65685,18.33001,18.18026,18.14334,0.001247583
GALAXY,18.53093,17.22341,16.67386,16.34645,16.10215,0.06481395
GALAXY,18.36118,16.58584,15.78386,15.40607,15.1436,0.0648491
STAR,18.24302,17.63037,17.43084,17.38179,17.46574,0.003356226
STAR,18.77181,17.50738,17.38729,17.36756,17.3611,6.18E-05
QSO,17.03579,16.45416,15.93722,15.54505,15.39441,0.09478367
GALAXY,17.58591,15.84734,15.06532,14.65263,14.3466,0.03771402
GALAXY,19.53801,17.71759,16.75177,16.31596,15.96438,0.09651393
GALAXY,19.00014,17.24815,16.37048,15.92671,15.6018,0.0973511
GALAXY,19.27563,17.37642,16.40318,15.95872,15.6222,0.09646796
GALAXY,17.87183,16.10033,15.63367,15.31753,15.24042,0.03789678
GALAXY,16.55842,15.69967,15.50479,15.44437,15.50349,0.003313482
GALAXY,19.34006,17.43059,16.42947,16.01708,15.67381,0.09700939
GALAXY,18.83928,17.11258,16.33604,15.98672,15.72512,0.09203821
GALAXY,18.91516,17.41224,16.71701,16.3649,16.09727,0.09488761
GALAXY,19.14335,17.20671,16.24081,15.82015,15.47841,0.09103554
GALAXY,18.82021,17.10981,16.23647,15.78057,15.4484,0.08363478
GALAXY,19.14947,17.29049,16.37834,15.98104,15.66988,0.09149047
GALAXY,19.29255,17.75641,16.95105,16.51441,16.24773,0.09738292
GALAXY,19.32547,17.85432,17.09401,16.62499,16.36414,0.0979054
GALAXY,19.57702,18.24459,17.49314,17.09879,16.80408,0.1281546
STAR,17.07384,16.00418,15.62199,15.49918,15.45856,0.000331261
STAR,18.84736,17.9224,17.60645,17.47708,17.43619,0.000745344
GALAXY,18.4082,16.47629,15.53154,15.10129,14.75868,0.07387015
STAR,19.58084,18.63963,18.32485,18.19915,18.13337,0.000833162
QSO,19.04704,18.85318,18.78759,18.56929,18.57382,1.858931
GALAXY,19.48356,17.66816,16.75654,16.3507,16.03639,0.0968032
STAR,18.56224,17.65193,17.28288,17.13983,17.08364,0.000332241
GALAXY,19.49941,17.52264,16.36648,15.87868,15.51336,0.1432189
GALAXY,18.82346,17.78862,17.43705,17.14833,17.07418,0.07721605
GALAXY,17.66292,15.87727,15.05034,14.65338,14.33701,0.04569846
GALAXY,18.86436,17.35356,16.61464,16.14317,15.94033,0.1143529
QSO,18.8364,18.3049,17.79566,17.38371,17.27252,0.1418804
STAR,18.84634,17.94114,17.67007,17.58979,17.59536,0.000892949
GALAXY,19.35414,18.08788,17.29839,16.94753,16.66167,0.1308925
GALAXY,19.19686,18.05758,17.29645,16.88475,16.63058,0.1525046
GALAXY,18.74855,17.36615,16.76973,16.4736,16.27407,0.05269697
GALAXY,18.49333,16.60784,15.73472,15.32851,15.01189,0.06318949
GALAXY,19.05359,17.99283,17.5768,17.40289,17.20173,0.03512749
STAR,18.91792,17.06614,16.43419,15.90718,16.14868,5.11E-05
STAR,19.08454,18.19665,17.88256,17.73855,17.7222,-0.000133067
STAR,19.07056,18.60489,18.82339,19.05751,19.27618,0.000151194
GALAXY,17.51785,16.21375,15.53676,15.12621,14.85314,0.07898534
STAR,19.50371,17.77337,16.96607,16.61131,16.42418,0.000230317
GALAXY,19.21466,17.52791,16.71446,16.31395,16.01545,0.09529011
GALAXY,19.08678,17.23928,16.40299,16.01518,15.70262,0.05047749
GALAXY,18.95998,17.17553,16.2604,15.83789,15.53196,0.08215455
GALAXY,16.68435,14.98155,14.14355,13.69743,13.35789,0.03486705
STAR,19.10465,17.9301,17.44747,17.22929,17.16625,0.000163838
STAR,18.95642,16.60913,15.64815,15.30205,15.11049,5.66E-06
STAR,18.92553,17.59119,17.17527,17.03473,17.00206,3.60E-05
STAR,19.33401,17.93156,17.38781,17.16611,17.06658,-8.12E-05
STAR,18.43864,17.51256,17.25573,17.16286,17.16693,-0.000211042
STAR,19.42198,18.55116,18.33334,18.26031,18.255,-0.000848438
GALAXY,16.57226,15.83924,15.75238,15.60845,15.56166,0.03519248
STAR,19.41698,17.00138,16.01512,15.69503,15.54477,-0.000119843
STAR,18.96136,18.01484,17.8602,17.81818,17.86998,0.000586683
STAR,18.32725,16.99875,17.05737,17.19802,17.2854,0.000272674
STAR,17.42961,15.96144,15.34336,15.05635,14.94646,0.000343469
STAR,18.47882,16.24555,15.39309,15.11128,15.00649,-2.53E-05
GALAXY,18.6495,16.75529,15.80713,15.34022,14.96951,0.07192567
STAR,18.55155,17.41994,17.01195,16.87171,16.8339,-0.000331221
STAR,18.55198,17.67079,17.40987,17.31279,17.32273,0.000353826
STAR,18.99697,17.41453,16.78852,16.53018,16.40944,-1.04E-05
STAR,18.86527,17.92213,17.61534,17.49107,17.48229,0.000146538
STAR,19.06264,17.33785,16.6961,16.49214,16.39233,-8.63E-05
QSO,18.71116,18.53858,18.35693,18.37077,18.47431,1.301266
QSO,19.16736,19.05939,18.58857,18.30398,18.02085,0.2533595
GALAXY,19.36956,17.29202,16.24362,15.80908,15.45035,0.1163223
STAR,18.13294,16.86965,17.00303,17.08044,17.25321,0.000479246
STAR,18.84728,17.47184,16.8928,16.65715,16.55777,-0.000168935
STAR,17.1624,16.23801,15.90427,15.78271,15.76664,0.000205116
STAR,18.17732,17.03113,16.63058,16.50382,16.47626,-0.000162505
GALAXY,18.92126,17.09376,16.20404,15.81478,15.50908,0.08198547
GALAXY,18.9631,18.19327,17.98351,17.77612,17.67364,0.03622593
STAR,19.32693,18.38002,18.05632,17.91628,17.88523,0.000180195
STAR,19.34332,17.71192,17.09256,16.87385,16.77683,1.23E-05
GALAXY,19.14221,17.79115,16.9361,16.49841,16.17296,0.1237061
STAR,18.76973,17.44227,16.9822,16.83294,16.7803,0.000238438
QSO,18.66987,18.47186,18.46119,18.30227,18.34633,1.566599
GALAXY,18.24309,17.03742,16.48401,16.19284,15.95236,0.02085222
GALAXY,18.1064,16.95445,16.44618,16.08318,15.90917,0.0813162
GALAXY,19.34394,18.25068,17.69389,17.28113,17.14116,0.142846
GALAXY,19.3719,17.59655,16.6643,16.18928,15.83044,0.07547688
QSO,19.06249,17.50129,17.34042,17.13228,16.9181,2.703716
GALAXY,18.984,18.21261,18.02185,17.80845,17.76182,0.07041501
GALAXY,18.84066,17.2534,16.55528,16.21352,15.9788,0.07577982
GALAXY,19.33859,18.17183,17.70604,17.44308,17.34378,0.08235813
GALAXY,19.05464,17.14552,16.21452,15.79238,15.46829,0.08341095
GALAXY,18.7677,16.66351,15.68295,15.23777,14.8765,0.08187334
GALAXY,19.04227,17.56344,16.79336,16.39739,16.117,0.08532298
GALAXY,19.33274,17.97262,17.34471,16.89363,16.67375,0.08659529
GALAXY,19.26194,18.0603,17.47878,17.05024,16.86625,0.1091365
STAR,19.51491,18.69992,18.37953,18.24624,18.19183,0.000102768
GALAXY,18.71251,16.93618,16.02791,15.61825,15.30681,0.08114506
GALAXY,19.14181,17.80629,17.15266,16.79248,16.53123,0.08203803
STAR,17.86209,16.86558,16.79833,16.80468,16.8293,6.45E-05
GALAXY,19.18095,18.14945,17.61611,17.27197,17.07034,0.0862603
GALAXY,17.14614,15.87863,15.3423,15.09229,14.96756,0.003767548
GALAXY,19.20269,18.02966,17.3496,16.96561,16.71945,0.1248361
QSO,19.46806,19.04444,18.94229,19.13194,18.97948,0.9802237
STAR,19.52004,18.44133,18.34018,18.34138,18.32146,-0.000419247
GALAXY,17.91669,16.82582,16.45485,16.29842,16.15051,0.01642706
GALAXY,18.82772,17.50249,16.66699,16.26188,15.97142,0.120496
STAR,18.03233,17.12696,16.83704,16.73643,16.71548,0.000288458
GALAXY,19.02991,17.34615,16.52887,16.12609,15.8215,0.08522543
GALAXY,18.88354,17.37606,16.64775,16.26272,16.0194,0.08481703
STAR,17.62432,16.41433,16.23826,16.20971,16.1917,0.000695016
QSO,19.04859,18.43426,18.29752,18.2549,18.01891,2.445344
STAR,18.98217,17.76603,17.31346,17.10632,17.0007,0.000551426
STAR,19.16487,18.27072,17.99811,17.89835,17.86847,-0.000211214
GALAXY,19.22391,17.1405,16.12675,15.67494,15.3348,0.1183576
GALAXY,19.06408,17.82213,17.22701,16.85972,16.64504,0.1201489
STAR,17.41002,16.36365,16.14875,16.09818,16.088,9.29E-05
GALAXY,17.85721,16.53558,15.91527,15.58352,15.35383,0.05671719
GALAXY,18.94534,17.86113,17.42926,17.26483,17.13763,0.009716957
GALAXY,18.64328,16.95401,16.13089,15.73129,15.42237,0.08852582
GALAXY,18.13368,17.11408,16.72373,16.48685,16.31692,0.03508902
GALAXY,19.01451,17.81393,17.3906,17.1511,17.00655,0.03156466
GALAXY,19.59002,17.81212,17.01549,16.59174,16.29198,0.08796962
GALAXY,18.87538,17.07546,16.2025,15.79557,15.48744,0.08272012
GALAXY,19.50634,17.63862,16.72414,16.31856,15.98949,0.08432118
QSO,17.41735,17.21456,17.05176,17.09847,17.12331,0.9649108
GALAXY,18.64814,16.58136,15.65411,15.20422,14.88014,0.08059726
GALAXY,19.00506,17.09594,16.12484,15.6867,15.36357,0.08904649
GALAXY,19.41845,17.69086,16.7115,16.29073,15.94988,0.1200032
GALAXY,19.5252,17.56977,16.62151,16.18226,15.84607,0.08489837
GALAXY,18.57957,16.68921,15.75143,15.31738,15.00228,0.08196446
GALAXY,19.20333,17.3203,16.4223,16.00266,15.68884,0.08124225
GALAXY,18.79219,17.04671,16.13979,15.67077,15.32795,0.08451008
GALAXY,19.22917,17.7199,16.92162,16.4834,16.1704,0.08280846
GALAXY,17.60885,16.04577,15.26954,14.84582,14.56992,0.08311169
GALAXY,19.10425,17.41128,16.58404,16.14223,15.82866,0.07855483
GALAXY,18.79729,16.71464,15.79325,15.3457,15.01291,0.08481137
STAR,19.5291,18.62391,18.32213,18.1914,18.15246,0.00080627
STAR,19.57481,19.91897,20.40727,20.79391,20.34419,0.000298604
GALAXY,17.5501,15.69371,14.8573,14.46105,14.1569,0.0473094
STAR,18.97186,17.48318,16.86245,16.62518,16.49023,-0.000160196
STAR,18.81605,17.53276,17.00359,16.80502,16.72502,-0.000734524
STAR,16.71322,15.25464,14.72938,14.56272,14.50999,5.13E-05
GALAXY,17.92803,16.88476,16.79189,16.72417,16.68934,0.04296629
STAR,17.12547,15.52155,14.95141,14.7697,14.71072,-0.000117103
GALAXY,18.57797,17.49641,17.12732,16.8734,16.68197,0.04321764
STAR,17.27379,15.81427,15.24192,15.04432,14.96641,-0.00012717
STAR,19.26507,18.37581,18.15471,18.10085,18.12401,-0.000523272
STAR,18.40701,17.41508,17.05861,16.92944,16.87741,-0.000170527
STAR,18.15985,16.88323,16.92321,17.01197,17.05993,-4.74E-05
STAR,18.05876,16.80985,16.38723,16.26542,16.21563,-0.000189722
STAR,17.95568,16.7458,16.29481,16.14145,16.07456,-0.000307642
GALAXY,18.59616,17.64423,17.32957,17.04796,16.96922,0.07038923
STAR,19.49987,18.41746,17.9315,17.74402,17.64972,-0.000183113
STAR,18.72764,17.65484,17.84456,18.02012,18.18647,1.77E-05
STAR,18.82297,17.76025,17.29639,17.10531,17.00353,-0.000547309
GALAXY,18.34567,16.88724,16.13922,15.7693,15.47331,0.125152
STAR,16.48032,15.19859,14.66708,14.44998,14.33902,-0.000604255
STAR,17.8802,16.6177,16.04449,15.82127,15.70428,-0.000563268
STAR,16.9859,15.80641,15.38267,15.24128,15.18654,-0.000253079
STAR,17.44904,16.08206,15.54942,15.37397,15.2838,-0.000159771
GALAXY,19.25424,17.47477,16.66358,16.30295,16.00305,0.04977212
STAR,18.33479,16.5773,15.98645,15.80726,15.7499,-8.54E-05
QSO,18.62665,18.38564,17.52833,17.0977,16.66249,0.286133
GALAXY,19.15037,17.51947,16.80753,16.45009,16.19624,0.04378504
GALAXY,19.56648,17.68892,16.74212,16.26115,15.88871,0.1026759
QSO,19.39863,19.24003,19.09642,19.20172,19.13814,0.913973
STAR,18.80287,17.85428,17.57288,17.47866,17.46129,-0.000699987
STAR,16.53012,15.5286,15.18555,15.07026,15.04781,-0.000720527
STAR,18.01284,18.11212,18.5192,18.89702,19.22519,-0.000136379
STAR,19.57818,18.10525,17.53678,17.33953,17.27648,-0.000140793
STAR,17.90685,16.52127,16.00372,15.82777,15.75095,2.52E-05
GALAXY,19.00333,17.2748,16.46312,16.08683,15.80791,0.05001654
STAR,19.48265,17.98448,17.36564,17.09527,16.97395,-0.000947359
STAR,19.26832,17.99185,17.52181,17.36203,17.30044,-0.00027635
GALAXY,19.54451,17.90345,17.06885,16.68472,16.40432,0.04995593
GALAXY,18.91766,17.67668,17.11839,16.80262,16.62859,0.05133655
GALAXY,18.23945,16.26859,15.40509,14.97731,14.67498,0.05296399
STAR,18.89294,17.6726,17.16293,16.95773,16.88799,9.11E-05
GALAXY,18.17806,17.12744,16.54146,16.21236,15.97422,0.05885415
STAR,17.75798,15.86503,15.10137,14.60438,14.55793,-0.000913454
STAR,18.35027,17.49062,17.18118,17.0599,17.02759,-0.001018063
GALAXY,18.77599,17.33448,16.71911,16.3843,16.14871,0.05665502
STAR,17.43924,16.29359,16.42604,16.47501,16.56342,-0.000416608
GALAXY,19.54578,18.1123,17.44103,17.08921,16.86497,0.09151556
GALAXY,18.91063,17.94414,17.62486,17.34405,17.27817,0.05863323
GALAXY,18.2527,16.42322,15.57965,15.16335,14.85139,0.05854994
GALAXY,19.39241,17.8919,17.14411,16.70758,16.39913,0.05835775
GALAXY,19.32174,18.39938,17.95833,17.67084,17.53624,0.1279124
STAR,19.5235,17.98519,17.39058,17.12606,16.97397,-5.03E-05
STAR,18.94949,17.29111,16.70646,16.48729,16.38409,0.000334893
STAR,18.83398,17.60213,17.13682,16.94587,16.85833,0.000360158
STAR,19.45752,18.02679,17.52588,17.33911,17.29528,0.000128871
STAR,19.30644,17.17385,16.42016,16.17381,16.03909,7.21E-05
GALAXY,19.10767,16.92346,16.01881,15.55927,15.18748,0.08518721
STAR,19.26504,17.65544,17.0693,16.88106,16.77215,0.00018613
GALAXY,18.9889,17.95793,17.53929,17.17798,17.09679,0.09421172
STAR,18.29959,16.99849,16.51148,16.33965,16.2438,0.000426561
GALAXY,19.10789,17.98856,17.22671,16.67428,16.60073,0.1106031
GALAXY,19.01042,17.62839,16.97136,16.60395,16.33054,0.05968515
GALAXY,18.51073,16.47286,15.51703,15.07813,14.74757,0.07716153
GALAXY,18.41298,16.74413,16.02474,15.66051,15.39527,0.03985805
STAR,18.96817,17.08358,16.35617,16.10077,15.96041,0.000176059
STAR,18.73209,17.42852,16.93897,16.76886,16.716,0.000456295
STAR,19.38807,17.00128,16.00124,15.65133,15.45111,-4.47E-05
STAR,19.31852,18.31107,18.00468,17.87185,17.79711,0.0011957
STAR,19.1713,17.51874,16.89882,16.67628,16.60067,0.000125777
STAR,18.03523,16.61343,16.05767,15.84383,15.75582,0.000284666
GALAXY,18.93608,17.72994,17.07285,16.63597,16.41737,0.07082727
GALAXY,19.06514,17.65465,16.94225,16.51152,16.20241,0.07786156
STAR,17.89512,16.37001,15.8435,15.67813,15.62438,0.000353305
GALAXY,19.15103,17.32718,16.49546,16.10516,15.84143,0.07698908
GALAXY,18.95358,17.54726,16.75322,16.35117,16.08986,0.1103812
GALAXY,18.59335,16.53429,15.48791,14.98926,14.61014,0.09632748
STAR,18.64174,18.91801,19.41393,19.7797,20.10166,0.000219723
QSO,18.01667,17.71583,17.63513,17.56084,17.53474,0.4392891
STAR,19.44703,18.51745,18.20906,18.0818,18.05621,0.000377013
